OBJECTID,StopCountAug19,StopCountSep20,TARGET_FID_12,GEOID_D,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,TtlP_5U,Md_HHnc,Ttl_Und,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FreqSep20,FreqAug19,FreqPandemic,StopCountPandemic,Shape_Length,Shape_Area,FreqSep20Daily,FreqAug19Daily,FreqPandemicDaily
525,11,7,525,14000US08059010205,2.206556082,2419,1230,1189,0.508474576,0.491525424,467,893,341,718,0.193054981,0.296816866,37,0.015295577,972,73,0.075102881,2367,101042,417,787,0.202427184,0.382038835,972,127,0.130658436,2.48,182,632,505,11,6545.678138,2206556.025,182,632,505
526,3,0,526,14000US08059012052,2.433811903,5291,2527,2764,0.477603478,0.522396522,1144,2853,665,629,0.216216216,0.118881119,271,0.051219051,2003,15,0.007488767,4933,94792,926,858,0.219067897,0.202980837,2003,242,0.120818772,2.64,,126,63,3,6150.987607,2433811.917,,126,63
527,12,6,527,14000US08059009807,1.75415647,1851,910,941,0.491626148,0.508373852,419,797,206,429,0.226364127,0.231766613,120,0.064829822,826,59,0.071428571,1744,71204,359,452,0.242567568,0.305405405,826,312,0.377723971,2.24,604,1619,1604,12,7261.203721,1754156.421,604,1619,1604
528,23,9,528,14000US08059060400,5.252506733,3560,1904,1656,0.534831461,0.465168539,780,1831,524,425,0.219101124,0.119382022,413,0.116011236,1312,0,0,3330,97000,772,639,0.263122018,0.217791411,1312,191,0.145579268,2.71,534,2249,1496,22,12451.77052,5252506.849,534,2249,1496
529,23,4,529,14000US08059009827,4.544029713,6383,3100,3283,0.485665048,0.514334952,1489,3223,937,734,0.233275889,0.11499295,1114,0.174526085,2452,109,0.044453507,6043,74211,1304,1187,0.260175579,0.236831604,2452,678,0.276508972,2.6,273,1291,845,22,10502.34314,4544029.53,273,1291,845
530,7,7,530,14000US08059009830,0.884557724,2154,958,1196,0.444753946,0.555246054,359,1131,300,364,0.166666667,0.168987929,224,0.103992572,1031,30,0.029097963,2066,61250,520,407,0.286186021,0.223995597,1031,238,0.230843841,2.09,294,827,719,7,5574.482225,884557.697,294,827,719
531,14,8,531,14000US08059010206,3.268183231,3892,1969,1923,0.505909558,0.494090442,814,1846,509,723,0.209146968,0.185765673,175,0.044964029,1645,22,0.01337386,3550,85286,649,915,0.204216488,0.287916929,1645,427,0.259574468,2.36,463,1122,1029,14,8035.229891,3268183.257,463,1122,1029
532,19,15,532,14000US08059010208,2.98492384,5846,2822,3024,0.48272323,0.51727677,1242,2811,853,940,0.212452959,0.160793705,537,0.09185768,2218,15,0.006762849,5378,76825,1223,1416,0.260378965,0.301469023,2218,508,0.229035167,2.63,865,2183,1979,19,9661.798881,2984923.724,865,2183,1979
533,11,6,533,14000US08059010209,2.560107231,6601,2963,3638,0.448871383,0.551128617,1415,3318,929,939,0.21436146,0.142251174,850,0.128768368,2594,31,0.011950655,6076,63294,1455,1377,0.273496241,0.258834586,2594,630,0.242868157,2.54,348,1154,832,10,6667.537787,2560107.181,348,1154,832
534,3,3,534,14000US08059010210,2.836093426,3849,1921,1928,0.499090673,0.500909327,722,1846,479,802,0.18758119,0.208365809,440,0.114315407,1512,80,0.052910053,3658,93095,630,946,0.196567863,0.295163807,1512,276,0.182539683,2.53,78,258,207,3,7127.71639,2836093.315,78,258,207
535,9,9,535,14000US08059010211,1.787468195,3649,1644,2005,0.450534393,0.549465607,799,1554,396,900,0.2189641,0.246642916,404,0.110715264,1396,163,0.116762178,3341,62823,592,1188,0.202600958,0.406570842,1396,692,0.495702006,2.5,697,1510,1462,9,6249.682532,1787468.157,697,1510,1462
536,9,9,536,14000US08059010212,2.273422956,4160,2104,2056,0.505769231,0.494230769,799,2170,445,746,0.192067308,0.179326923,447,0.107451923,1670,61,0.036526946,3958,68125,810,867,0.234918794,0.251450116,1670,557,0.333532934,2.46,298,880,755,9,6539.250131,2273422.921,298,880,755
537,12,12,537,14000US08059010213,2.772122383,4964,2416,2548,0.486704271,0.513295729,1004,2521,780,659,0.202256245,0.132755842,463,0.093271555,1861,51,0.027404621,4728,56397,1005,1168,0.247597931,0.287755605,1861,503,0.270284793,2.64,620,1502,1427,12,7003.235257,2772122.399,620,1502,1427
538,3,3,538,14000US08059010303,3.061749697,5511,2742,2769,0.497550354,0.502449646,1105,2565,857,984,0.200508075,0.178551987,372,0.067501361,2208,0,0,5283,79309,1081,1381,0.240008881,0.306616341,2208,615,0.278532609,2.49,60,234,244,4,8356.271436,3061749.619,60,234,244
539,29,23,539,14000US08059009831,1.847270131,2601,1304,1297,0.501345636,0.498654364,332,2032,120,117,0.127643214,0.044982699,611,0.23490965,1273,20,0.015710919,2505,68533,661,272,0.276106934,0.113617377,1273,1273,1,2.04,1820,5947,4342,28,6587.354543,1847270.15,1820,5947,4342
540,11,7,540,14000US08059009832,1.331659794,2727,1432,1295,0.525119179,0.474880821,554,1373,399,401,0.203153649,0.147048038,340,0.124679135,967,36,0.037228542,2565,75703,478,540,0.214638527,0.242478671,967,263,0.271975181,2.81,657,2476,1501,11,5427.897814,1331659.841,657,2476,1501
541,12,10,541,14000US08059009833,2.718239307,5903,2531,3372,0.428765035,0.571234965,1268,2973,665,997,0.214806031,0.168897171,678,0.114856852,2476,30,0.012116317,5441,68947,1182,1382,0.246352647,0.288036682,2476,670,0.270597738,2.38,489,1376,1253,11,6605.600684,2718239.298,489,1376,1253
542,8,7,542,14000US08059009834,1.840812922,4179,2007,2172,0.480258435,0.519741565,669,2202,583,725,0.160086145,0.17348648,342,0.08183776,2047,75,0.036638984,3966,64504,822,858,0.225205479,0.235068493,2047,525,0.256472887,2.04,396,983,895,8,6063.935749,1840812.922,396,983,895
543,12,7,543,14000US08059009835,2.047027349,3772,1781,1991,0.472163309,0.527836691,759,1566,653,794,0.201219512,0.210498409,130,0.034464475,1443,11,0.007623008,3582,101975,735,957,0.237864078,0.309708738,1443,51,0.035343035,2.61,182,622,493,12,6779.015661,2047027.277,182,622,493
544,1,0,544,14000US08059009836,6.209693909,4159,1989,2170,0.478239962,0.521760038,850,2018,563,728,0.204376052,0.175042077,300,0.072132724,1512,7,0.00462963,3962,114342,554,1095,0.163037081,0.322248381,1512,66,0.043650794,2.75,,8,,0,10287.47996,6209693.855,,8,
545,10,10,545,14000US08059010304,1.349258065,2857,1421,1436,0.497374869,0.502625131,562,1357,364,574,0.196709835,0.200910046,226,0.079103955,1127,103,0.091393079,2699,78281,519,745,0.218342448,0.313420278,1127,361,0.320319432,2.54,390,1248,988,10,5053.898508,1349258.12,390,1248,988
546,19,19,546,14000US08059010305,1.660214424,3766,1974,1792,0.524163569,0.475836431,623,2157,554,432,0.165427509,0.114710568,390,0.103558152,1669,86,0.051527861,3582,60593,772,792,0.240124417,0.246345257,1669,703,0.421210306,2.25,1170,2999,2541,19,6929.738581,1660214.427,1170,2999,2541
547,10,10,547,14000US08059010307,1.4880476,5019,2339,2680,0.466029089,0.533970911,958,2771,605,685,0.190874676,0.136481371,595,0.118549512,2138,193,0.090271282,4677,50645,1014,1063,0.245045916,0.256887385,2138,1275,0.596351731,2.34,442,1270,1053,10,5052.460544,1488047.604,442,1270,1053
548,44,34,548,14000US08059010308,4.904326916,5933,2924,3009,0.492836676,0.507163324,1222,3221,590,900,0.205966627,0.151693915,514,0.086634081,2489,48,0.019284853,5482,83769,972,1272,0.201409034,0.263572317,2489,716,0.287665729,2.37,2086,5773,5064,33,11604.29455,4904326.811,2086,5773,5064
549,38,14,549,14000US08059010402,4.173028946,4761,1959,2802,0.411468179,0.588531821,599,2754,633,775,0.125813905,0.162780928,338,0.070993489,2534,208,0.082083662,4417,48013,1110,1021,0.261915998,0.240915526,2534,1413,0.557616417,1.8,399,1573,1521,31,11299.88368,4173029.018,399,1573,1521
550,31,25,550,14000US08059010405,1.636659503,2714,1263,1451,0.465364775,0.534635225,425,1590,291,408,0.156595431,0.150331614,263,0.096904937,1586,173,0.109079445,2554,43045,672,577,0.293577982,0.252075142,1586,1411,0.889659521,1.71,2128,5087,5137,25,7311.877209,1636659.466,2128,5087,5137
551,23,18,551,14000US08059010406,2.81250596,2575,1251,1324,0.485825243,0.514174757,625,1393,310,247,0.242718447,0.09592233,148,0.057475728,1081,86,0.079555967,2440,39359,493,575,0.250126839,0.291730086,1081,482,0.445883441,2.38,1077,2825,2426,18,9769.978227,2812505.983,1077,2825,2426
552,16,0,552,14000US08059009838,4.378927231,5590,2589,3001,0.463148479,0.536851521,1535,2561,680,814,0.274597496,0.145617174,386,0.069051878,1963,0,0,5267,137992,860,1056,0.203646697,0.2500592,1963,62,0.03158431,2.85,,186,85,3,8602.549399,4378927.124,,186,85
553,60,46,553,14000US08059010502,6.236501217,5165,2564,2601,0.496418199,0.503581801,1010,2061,946,1148,0.195546951,0.222265247,742,0.143659245,2268,113,0.049823633,4935,61296,1090,1431,0.256591337,0.336864407,2268,653,0.287918871,2.25,3496,8797,8455,60,11048.91331,6236501.331,3496,8797,8455
554,34,25,554,14000US08059010503,4.072505474,4388,2020,2368,0.460346399,0.539653601,824,1778,779,1007,0.187784868,0.229489517,311,0.070875114,1987,121,0.060895823,4175,52820,822,1285,0.22877818,0.357639855,1987,766,0.385505788,2.19,2343,5760,5735,34,8722.040703,4072505.263,2343,5760,5735
555,25,16,555,14000US08059010504,2.316280127,2970,1337,1633,0.45016835,0.54983165,625,1032,470,843,0.21043771,0.283838384,131,0.044107744,1230,22,0.017886179,2769,113125,592,889,0.24312115,0.365092402,1230,81,0.065853659,2.41,814,2495,2471,25,7770.75352,2316280.237,814,2495,2471
556,19,19,556,14000US08059010604,2.031091928,2506,1127,1379,0.44972067,0.55027933,539,1254,284,429,0.215083799,0.171189146,334,0.133280128,1064,55,0.051691729,2338,59052,602,616,0.297283951,0.304197531,1064,458,0.430451128,2.36,1794,4418,4116,19,6655.663858,2031091.876,1794,4418,4116
557,18,18,557,14000US08059010702,1.695369124,5651,2982,2669,0.527694213,0.472305787,960,3486,608,597,0.169881437,0.105645019,668,0.118209167,2433,156,0.064118372,5289,58847,998,1003,0.211172239,0.212230216,2433,1593,0.654747226,2.29,1148,2934,2631,18,5639.318552,1695369.091,1148,2934,2631
558,22,12,558,14000US08059010801,2.326817751,2631,1250,1381,0.475104523,0.524895477,450,1089,484,608,0.171037628,0.23109084,238,0.090459901,1111,39,0.03510351,2524,104125,503,765,0.229366165,0.348837209,1111,122,0.109810981,2.37,567,1656,1464,22,7393.940561,2326817.633,567,1656,1464
559,13,12,559,14000US08059010901,4.538290501,4994,2470,2524,0.494593512,0.505406488,1001,2420,762,811,0.200440529,0.162394874,337,0.067480977,2085,210,0.100719424,4581,72762,1025,1049,0.252525253,0.258438039,2085,638,0.305995204,2.39,827,2450,2081,13,8921.444242,4538290.618,827,2450,2081
560,35,30,560,14000US08059010902,2.673538208,2614,1355,1259,0.518362663,0.481637337,656,1386,336,236,0.250956389,0.090283091,369,0.141162969,1107,174,0.157181572,2442,45774,483,490,0.239464551,0.242935052,1107,848,0.766034327,2.35,2622,6919,6046,34,6763.603486,2673538.327,2622,6919,6046
561,36,23,561,14000US08059011000,3.880908012,6314,3302,3012,0.52296484,0.47703516,1357,2850,1012,1095,0.214919227,0.173424137,382,0.060500475,2499,228,0.091236495,5995,61345,1157,1415,0.224572981,0.274650621,2499,1339,0.535814326,2.41,2320,5832,5309,35,8040.648252,3880908.07,2320,5832,5309
562,20,19,562,14000US08059011100,3.984463215,5918,3129,2789,0.528725921,0.471274079,892,3303,796,927,0.150726597,0.156640757,782,0.132139236,2801,391,0.139593002,5661,49234,1108,1335,0.218325123,0.263054187,2801,1467,0.523741521,2.07,2719,6538,6003,19,8140.373957,3984463.141,2719,6538,6003
563,11,11,563,14000US08059011202,3.883141756,5085,2410,2675,0.47394297,0.52605703,926,2799,627,733,0.182104228,0.144149459,302,0.059390364,1724,46,0.026682135,4852,75875,1243,1202,0.292608286,0.282956685,1724,467,0.270881671,2.62,1077,2696,2486,11,8043.810377,3883141.721,1077,2696,2486
564,13,9,564,14000US08059011300,1.283621073,3098,1497,1601,0.483214977,0.516785023,496,1945,337,320,0.160103292,0.103292447,223,0.071981924,1439,159,0.110493398,2938,47896,701,623,0.269408148,0.239431207,1439,536,0.37248089,2.15,588,1642,1434,13,4824.592905,1283621.065,588,1642,1434
565,40,39,565,14000US08059011550,3.933662653,6056,3140,2916,0.518494055,0.481505945,1189,3365,797,705,0.196334214,0.116413474,519,0.085700132,2914,511,0.175360329,5702,38367,1533,1331,0.30938446,0.268617558,2914,2153,0.738846946,2.05,3785,9497,8530,39,8648.240353,3933662.686,3785,9497,8530
566,13,13,566,14000US08059011601,1.893944979,3789,1733,2056,0.457376617,0.542623383,925,1815,488,561,0.244127738,0.148060174,331,0.087358142,1363,103,0.075568599,3625,56964,552,1019,0.189105858,0.349092155,1363,565,0.414526779,2.61,882,2309,2063,13,6448.052899,1893945.01,882,2309,2063
567,23,23,567,14000US08059011602,1.983065724,4640,2577,2063,0.555387931,0.444612069,1203,2371,396,670,0.259267241,0.144396552,623,0.134267241,1599,114,0.071294559,4237,54764,920,982,0.259520451,0.277009873,1599,647,0.404627892,2.89,1616,4012,3659,23,6454.78565,1983065.746,1616,4012,3659
568,25,14,568,14000US08059011701,3.931895733,4489,1930,2559,0.429939853,0.570060147,809,2058,714,908,0.180218311,0.202272221,402,0.089552239,1984,104,0.052419355,4353,75532,937,1169,0.243946889,0.304347826,1984,460,0.231854839,2.26,2781,7204,6443,25,8320.709244,3931895.666,2781,7204,6443
569,8,6,569,14000US08059011708,2.505804062,3987,1953,2034,0.489841986,0.510158014,767,1795,615,810,0.192375219,0.203160271,290,0.072736393,1638,51,0.031135531,3791,78208,672,1082,0.20456621,0.329375951,1638,194,0.118437118,2.43,576,1684,1426,8,6589.570855,2505803.983,576,1684,1426
570,5,0,570,14000US08059011709,1.947606206,3507,1819,1688,0.518676932,0.481323068,563,2045,313,586,0.160536071,0.167094383,351,0.100085543,1584,26,0.016414141,3382,58551,823,828,0.270812767,0.272458045,1584,649,0.409722222,2.21,,152,76,5,6516.46751,1947606.206,,152,76
571,10,4,571,14000US08059011710,2.3228302,3882,1962,1920,0.505409583,0.494590417,672,1946,600,664,0.173106646,0.171045853,418,0.107676455,1822,59,0.032381998,3648,62250,795,906,0.245597776,0.279888786,1822,716,0.392974753,2.13,292,1198,894,10,6149.443616,2322830.126,292,1198,894
572,4,0,572,14000US08059011711,2.168203831,4397,2107,2290,0.479190357,0.520809643,864,2420,532,581,0.196497612,0.132135547,482,0.109620196,1846,73,0.039544962,4229,64759,916,895,0.253178552,0.24737424,1846,663,0.35915493,2.38,,256,128,4,6673.883957,2168203.868,,256,128
573,6,0,573,14000US08059011712,2.425699234,4396,1981,2415,0.450636943,0.549363057,850,1895,761,890,0.193357598,0.202456779,338,0.07688808,1779,0,0,4171,86139,834,1009,0.230960953,0.279423982,1779,247,0.138842046,2.47,,384,192,6,6981.945066,2425699.321,,384,192
574,2,2,574,14000US08005004951,0.163323417,2273,1317,956,0.579410471,0.420589529,94,1930,184,65,0.041355037,0.028596568,581,0.255609327,1368,110,0.080409357,2231,51071,616,151,0.280510018,0.068761384,1368,1147,0.838450292,1.66,133,290,279,2,2145.620892,163323.4188,133,290,279
575,0,0,575,14000US08005086500,6.096076965,5247,2675,2572,0.509815132,0.490184868,1465,2743,523,516,0.279207166,0.09834191,1115,0.212502382,1903,46,0.024172359,5075,90276,908,1090,0.224641267,0.269668481,1903,750,0.394114556,2.76,,,,0,21345.58795,6096077.164,,,
576,6,6,576,14000US08005080600,1.253795624,3433,1365,2068,0.397611419,0.602388581,634,1806,540,453,0.184678124,0.131954559,983,0.286338479,1816,39,0.021475771,3296,50688,655,688,0.230796335,0.242424242,1816,934,0.514317181,1.89,741,1608,1467,6,4761.425969,1253795.623,741,1608,1467
577,0,0,577,14000US08005007106,166.7967834,5969,3040,2929,0.50929804,0.49070196,1879,3190,573,327,0.314793098,0.054783046,1306,0.218797118,1840,20,0.010869565,5477,122614,925,782,0.211428571,0.178742857,1840,67,0.036413043,3.24,,,,0,65879.58067,166796788.2,,,
578,16,10,578,14000US08005007104,55.71525192,5612,3384,2228,0.602993585,0.397006415,1954,2938,486,234,0.348182466,0.041696365,1709,0.304526016,1458,22,0.015089163,5153,95574,926,985,0.233131923,0.247985901,1458,470,0.322359396,3.23,942,2818,2338,16,45470.00724,55715253.71,942,2818,2338
579,4,4,579,14000US08005007105,87.36481476,6605,3367,3238,0.509765329,0.490234671,2086,3360,667,492,0.315821347,0.074489023,2492,0.377289932,1998,11,0.005505506,6093,84410,1091,1080,0.233718937,0.231362468,1998,341,0.170670671,3.31,573,1262,1204,4,47446.30241,87364816.48,573,1262,1204
580,10,10,580,14000US08005083800,1.292743444,3043,1536,1507,0.504765035,0.495234965,736,1496,454,357,0.241866579,0.117318436,1078,0.354255669,1097,23,0.020966272,2845,70072,743,499,0.311530398,0.209224319,1097,304,0.277119417,2.71,986,2140,2051,10,5033.663787,1292743.389,986,2140,2051
581,4,0,581,14000US08059011720,15.46489525,4887,2403,2484,0.491712707,0.508287293,918,2340,714,915,0.187845304,0.18723143,801,0.163904236,2054,0,0,4749,95714,1047,1102,0.256554766,0.270031855,2054,362,0.17624148,2.38,,264,132,4,19724.53742,15464895.66,,264,132
582,15,2,582,14000US08059011721,2.546917439,2575,1245,1330,0.483495146,0.516504854,428,1310,332,505,0.166213592,0.196116505,142,0.055145631,1161,20,0.017226529,2512,93052,466,606,0.213565536,0.277726856,1161,405,0.348837209,2.22,280,1508,1047,14,8466.59909,2546917.517,280,1508,1047
583,5,0,583,14000US08059011724,9.279566765,6400,3078,3322,0.4809375,0.5190625,1645,3058,1056,641,0.25703125,0.10015625,540,0.084375,2255,0,0,5879,152559,1283,1099,0.260666396,0.223283218,2255,35,0.015521064,2.84,,330,165,5,12757.05419,9279566.841,,330,165
584,10,0,584,14000US08059011725,1.003343821,1882,1007,875,0.535069075,0.464930925,423,787,332,340,0.224760893,0.180658874,119,0.063230606,713,22,0.03085554,1805,92868,401,435,0.26295082,0.285245902,713,82,0.115007013,2.62,,640,320,10,4736.231497,1003343.763,,640,320
585,19,4,585,14000US08059011726,5.700109005,5995,2935,3060,0.489574646,0.510425354,1319,2624,963,1089,0.220016681,0.181651376,821,0.136947456,2204,15,0.006805808,5735,100479,1219,1520,0.246811095,0.307754606,2204,192,0.087114338,2.72,368,1650,1195,19,10262.23919,5700108.996,368,1650,1195
586,13,10,586,14000US08059011727,2.578281164,3537,1711,1826,0.483743285,0.516256715,606,1363,697,871,0.171331637,0.246253887,474,0.134011874,1527,27,0.017681729,3465,83726,748,1020,0.247928406,0.33808419,1527,202,0.132285527,2.31,755,2134,1829,13,7220.367054,2578281.257,755,2134,1829
587,0,0,587,14000US08039961204,244.6123047,8152,4182,3970,0.513002944,0.486997056,1983,3772,1350,1047,0.243253189,0.12843474,610,0.074828263,2622,85,0.032418002,7880,122218,1747,1776,0.27537831,0.279949559,2622,84,0.032036613,3.11,,,,0,66546.28257,244612304.3,,,
588,5,0,588,14000US08035014010,4.320268154,5731,2984,2747,0.52067702,0.47932298,1583,3123,604,421,0.276217065,0.073460129,1236,0.215669168,2156,39,0.018089054,5239,99853,1052,686,0.244651163,0.159534884,2156,914,0.42393321,2.66,,148,74,5,12004.81349,4320268.14,,148,74
589,6,0,589,14000US08035014007,9.701944351,2980,1485,1495,0.498322148,0.501677852,448,2054,246,232,0.15033557,0.077852349,1146,0.384563758,1468,64,0.04359673,2860,79583,674,435,0.261341605,0.168670027,1468,1143,0.778610354,2.03,,228,114,6,14468.19002,9701944.197,,228,114
590,15,7,590,14000US08035014126,0.714955568,1961,972,989,0.495665477,0.504334523,286,1108,278,289,0.145843957,0.147373789,364,0.185619582,1028,53,0.05155642,1903,83750,390,354,0.226876091,0.205933682,1028,569,0.553501946,1.91,586,1932,1552,15,3388.822309,714955.5503,586,1932,1552
591,12,10,591,14000US08035014130,3.532035351,7656,3709,3947,0.484456635,0.515543365,2360,4138,673,485,0.308254963,0.063349007,753,0.098354232,2470,14,0.005668016,7223,122596,1628,1102,0.2881926,0.195078775,2470,216,0.087449393,3.1,450,1188,1044,12,7696.857108,3532035.262,450,1188,1044
592,7,0,592,14000US08035014008,5.781373501,8554,4143,4411,0.484334814,0.515665186,2526,4559,956,513,0.295300444,0.059971943,1181,0.138064064,2746,68,0.024763292,7890,137611,1722,1047,0.277473413,0.168707702,2746,113,0.041150765,3.12,,284,142,7,10379.6255,5781373.544,,284,142
593,10,6,593,14000US08035014011,30.29777145,4240,2088,2152,0.49245283,0.50754717,1213,2351,252,424,0.286084906,0.1,743,0.175235849,1746,136,0.077892325,3717,99643,644,686,0.205160879,0.218540937,1746,877,0.502290951,2.42,1712,5344,4384,10,26395.99865,30297770.9,1712,5344,4384
594,0,0,594,14000US08035014127,6.116095066,5508,2686,2822,0.487654321,0.512345679,1766,2354,637,751,0.320624546,0.136347131,634,0.115105301,1800,19,0.010555556,5318,157768,1061,1253,0.260432008,0.307560137,1800,55,0.030555556,3.06,,,,0,10977.7609,6116094.947,,,
595,8,8,595,14000US08001007802,0.636866331,4664,2216,2448,0.475128645,0.524871355,1338,2698,399,229,0.286878216,0.049099485,2927,0.627572899,1445,403,0.278892734,4350,30598,926,1127,0.267089703,0.325064898,1445,1318,0.912110727,3.21,2375,5134,4780,8,4004.616191,636866.3205,2375,5134,4780
596,9,9,596,14000US08001008550,4.447761536,8360,4271,4089,0.510885167,0.489114833,2230,4337,1109,684,0.266746411,0.081818182,721,0.086244019,2676,38,0.014200299,7813,90275,1376,1439,0.218239492,0.228231562,2676,314,0.117339312,3.12,446,736,732,9,8935.637152,4447761.688,446,736,732
597,3,3,597,14000US08001008549,1.318050385,4258,2153,2105,0.505636449,0.494363551,1239,2444,344,231,0.290981682,0.054250822,646,0.15171442,1297,8,0.00616808,3946,95275,669,688,0.210113065,0.216080402,1297,198,0.152659985,3.28,108,104,104,3,4982.865989,1318050.444,108,104,104
598,11,5,598,14000US08001008545,3.175756216,7218,3619,3599,0.501385425,0.498614575,1986,3420,960,852,0.27514547,0.118038238,909,0.125935162,2244,13,0.005793226,6825,113500,1539,1299,0.280430029,0.236698251,2244,191,0.085115865,3.21,190,1707,1645,11,7265.789738,3175756.109,190,1707,1645
599,0,1,599,14000US08001008544,2.627615213,5554,2666,2888,0.480014404,0.519985596,1787,3000,395,372,0.32175009,0.066978754,871,0.156823911,1688,19,0.011255924,5102,123382,864,758,0.221765914,0.194558522,1688,176,0.104265403,3.29,76,,,0,6492.068821,2627615.094,76,,
600,5,3,600,14000US08001008547,1.189997435,3842,1787,2055,0.465122332,0.534877668,1071,2057,394,320,0.278761062,0.083289953,298,0.077563769,1143,11,0.009623797,3493,81488,687,719,0.239456257,0.250609969,1143,298,0.26071741,3.18,222,396,394,5,4667.351696,1189997.489,222,396,394
601,0,1,601,14000US08001008548,1.24965477,1630,742,888,0.455214724,0.544785276,447,898,149,136,0.274233129,0.083435583,321,0.196932515,584,0,0,1478,93750,140,336,0.114942529,0.275862069,584,82,0.140410959,2.79,38,,,0,4976.253493,1249654.826,38,,
602,7,7,602,14000US08001009207,1.578365564,4807,2437,2370,0.506969004,0.493030996,1229,2713,580,285,0.255668816,0.059288538,762,0.158518827,1559,28,0.017960231,4464,65879,863,947,0.229765708,0.252129925,1559,756,0.484926235,3.08,266,952,973,7,5802.922629,1578365.56,266,952,973
603,4,0,603,14000US08035014129,1.379502416,3806,1977,1829,0.519442985,0.480557015,1142,1928,484,252,0.300052549,0.066211245,427,0.112191277,1235,7,0.005668016,3665,129875,692,511,0.250452407,0.184943902,1235,52,0.042105263,3.08,,198,99,4,5127.48832,1379502.374,,198,99
604,7,7,604,14000US08035014124,2.623331547,5418,2753,2665,0.508121078,0.491878922,1532,2728,711,447,0.282761166,0.082502769,305,0.056293835,1785,8,0.004481793,5122,144281,1071,741,0.263403837,0.182242991,1785,159,0.08907563,3.04,301,756,679,7,7718.987463,2623331.44,301,756,679
605,0,0,605,14000US08035014006,5.572288513,6824,3455,3369,0.50630129,0.49369871,2254,3635,409,526,0.330304807,0.077080891,1240,0.181711606,2138,0,0,6211,134611,1047,1171,0.22125951,0.247464074,2138,54,0.02525725,3.19,,,,0,10951.28077,5572288.528,,,
606,12,12,606,14000US08001009327,2.591474295,4228,2239,1989,0.529564806,0.470435194,1008,1895,584,741,0.238410596,0.17526017,531,0.125591296,1518,56,0.036890646,3760,75893,697,1028,0.214263757,0.316015985,1518,335,0.220685112,2.79,586,2026,1886,12,6436.748925,2591474.372,586,2026,1886
607,5,5,607,14000US08001009752,2.027249336,3468,1816,1652,0.523644752,0.476355248,922,1787,293,466,0.265859285,0.134371396,627,0.180795848,1034,20,0.01934236,3325,67850,644,809,0.241108199,0.302882815,1034,374,0.361702128,3.31,624,1314,1281,5,5950.953705,2027249.414,624,1314,1281
608,1,1,608,14000US08001008536,7.288385868,3218,1533,1685,0.476382846,0.523617154,1000,1613,375,230,0.31075202,0.071472965,485,0.15071473,984,6,0.006097561,2963,115000,416,424,0.178464178,0.181896182,984,80,0.081300813,3.27,6,12,12,1,13483.34224,7288385.72,6,12,12
609,2,4,609,14000US08001008546,1.315579772,3662,1942,1720,0.530311305,0.469688695,1062,1792,454,354,0.290005461,0.096668487,601,0.164117968,1260,17,0.013492063,3396,79485,620,669,0.224069389,0.241778099,1260,262,0.207936508,2.91,152,288,286,2,4854.737043,1315579.81,152,288,286
610,12,14,610,14000US08001009206,1.305360913,2257,1058,1199,0.468763846,0.531236154,633,1078,286,260,0.280460789,0.115197164,477,0.21134249,808,10,0.012376238,2024,71250,389,439,0.229093051,0.258539458,808,141,0.17450495,2.79,874,1209,1195,12,4869.306284,1305360.917,874,1209,1195
611,9,9,611,14000US08001009751,3.388940096,3807,1775,2032,0.466246388,0.533753612,684,2346,454,323,0.179669031,0.084843709,377,0.099028106,1324,52,0.039274924,3670,48767,1239,671,0.383828996,0.207868649,1324,518,0.391238671,2.86,1035,2181,2184,9,7687.534773,3388940.098,1035,2181,2184
612,73,70,612,14000US08001008709,7.923123837,7994,4004,3990,0.500875657,0.499124343,2616,3785,773,820,0.327245434,0.102576933,1970,0.246434826,2533,404,0.15949467,7402,41538,1471,1994,0.255116198,0.345820326,2533,1575,0.621792341,3.11,6145,13317,12081,69,12600.509,7923123.608,6145,13317,12081
613,5,5,613,14000US08013013506,2.594010592,4454,1958,2496,0.43960485,0.56039515,1020,1903,728,803,0.229007634,0.180287382,429,0.096317916,1609,10,0.00621504,4232,105559,992,1128,0.275708727,0.313507504,1609,169,0.105034183,2.77,104,234,221,5,6450.99557,2594010.521,104,234,221
614,6,6,614,14000US08013013508,5.229096889,7184,3486,3698,0.485244989,0.514755011,1934,3385,900,965,0.269209354,0.134326281,859,0.119571269,2525,29,0.011485149,6774,84801,1532,1549,0.278140886,0.281227306,2525,517,0.204752475,2.85,140,322,301,6,9694.123487,5229096.917,140,322,301
615,0,0,615,14000US08013061400,2.641455889,4017,1894,2123,0.471496141,0.528503859,1174,2128,489,226,0.292257904,0.056260891,936,0.233009709,1297,0,0,3768,128042,1046,532,0.352188552,0.179124579,1297,240,0.185042406,3.1,,,,0,6770.26823,2641455.888,,,
